,Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,HFC emissions,PFC emissions,SF6 emissions ,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring? ,year
4590,1004367,110056580481.0,PUGET SOUND ENERGY - SUMAS,SUMAS,WA,98295,1340 THOMPSON LANE,WHATCOM COUNTY,48.9905,-122.2733,221112,D,Power Plants,125472.936,125345.8,58.0,69.136,,,,,,,,,,,125472.936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
4800,1007200,110071161954.0,REC SOLAR GRADE SILICON,MOSES LAKE,WA,98837,3322 ROAD N NE,GRANT COUNTY,47.040595,-119.1942,331419,C,Metals,71340.032,71266.6,33.5,39.932,,,,,,,,,,71340.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
4850,1003676,110001917436.0,ROOSEVELT REGIONAL LANDFILL,ROOSEVELT,WA,99356,500 ROOSEVELT GRADE ROAD,KLICKITAT COUNTY,45.802,-120.182,562212,"C,HH",Waste,208589.744,387.1,208201.75,0.894,,,,,,,,,,388.494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208201.25,,,,N,N,N,2017
4937,1001133,110002058344.0,River Road,VANCOUVER,WA,98660,5201 N W LOWER RIVER ROAD,Clark,45.65,-122.7231,221112,D,Power Plants,495761.212,495257.6,229.75,273.862,,,,,,,,,,,495761.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
5145,1005156,110000490870.0,SOLVAY CHEMICALS INC,LONGVIEW,WA,98632,3500 INDUSTRIAL WAY,COWLITZ COUNTY,46.136952,-122.982513,325180,P,Chemicals,46988.9,46988.9,,,,,,,,,,,,,,,,,,,,,,,46988.9,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
5366,1010895,110013396547.0,Sierra Pacific Industries - Aberdeen,Aberdeen,WA,98520,301 Hagara Street,GRAYS HARBOR COUNTY,46.971298,-123.777794,321113,C,Other,3833.23,593.1,465.75,2774.38,,,,,,,,,242554.0,3833.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
5367,1010898,110031256316.0,Sierra Pacific Industries - Burlington,Burlington,WA,98273,14353 McFarland Road,SKAGIT COUNTY,48.448041,-122.433615,321113,C,Other,7731.916,3957.5,543.5,3230.916,,,,,,,,,282314.0,7731.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
5368,1010897,110037607916.0,Sierra Pacific Industries - Centralia,Centralia,WA,98531,3115 Kuper Road,LEWIS COUNTY,46.757236,-122.996439,321113,C,Other,582.356,0.6,83.5,498.256,,,,,,,,,43565.0,582.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
5369,1010865,110067420222.0,Sierra Pacific Industries - Shelton Division,Shelton,WA,98584,100 Front Street,MASON COUNTY,47.211727,-123.095584,321113,C,Other,730.524,290.9,63.25,376.374,,,,,,,,,32884.0,730.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
5459,1010836,110020498978.0,Spectrum Glass Company,Woodinville,WA,98072,24105 Snohomish-Woodinville Road,SNOHOMISH COUNTY,47.777258,-122.149038,327211,"C,N",Minerals,122.1,122.1,,,,,,,,,,,,2.2,,,,,,,,,119.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
5529,1005619,110005392388.0,TACOMA CITY SOLID WASTE FAC,TACOMA,WA,98409,3510 SOUTH MULLEN,PIERCE COUNTY,47.231735,-122.502724,562212,HH,Waste,16417.25,,16417.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16417.25,,,,N,N,N,2017
5553,1003904,110000537250.0,TESORO CORPORATION-ANACORTES REFINERY,ANACORTES,WA,98221,10200 WEST MARCH POINT ROAD,SKAGIT COUNTY,48.489534,-122.564292,324110,"C,Y",Refineries,1359656.108,1353877.7,2293.0,3485.408,,,,,,,,,,760583.11,,,,,,,,,,,,,,,,,,,,,,,,,599072.998,,,,,,,,,,,,N,N,N,2017
5616,1000639,110000620463.0,THE BOEING COMPANY,AUBURN,WA,98001,700 15TH ST SW,KING COUNTY,47.283625,-122.24277,336413,C,Other,38096.156,38056.7,18.0,21.456,,,,,,,,,,38096.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
5723,1000038,110071162155.0,TYSON FRESH MEATS,WALLULA,WA,99363,13983 DODD ROAD,WALLA WALLA COUNTY,46.13672,-118.91564,311611,"C,II","Other,Waste",110198.364,23080.3,87105.25,12.814,,,,,,,,,,23103.864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87094.5,,,N,N,N,2017
5927,1001561,110070379891.0,US ARMY JOINT BASE LEWIS-MCCHORD,Joint Base Lewis-McChord,WA,98433,2012 Liggett Ave,PIERCE COUNTY,47.090196,-122.609857,928110,"C,HH",Waste,78439.96,59756.7,18647.5,35.76,,,,,,,,,,59821.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18618.75,,,,N,N,N,2017
5968,1007658,110000490549.0,US OIL & REFINING TACOMA,TACOMA,WA,98421,3001 MARSHALL AVENUE,PIERCE COUNTY,47.257694,-122.395259,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",142341.492,140833.2,1037.75,470.542,,,,,,,,,,136957.222,,,,,,,,,,,,,,,,,,,,,,,,,5384.27,,,,,,,,,,,,N,N,N,2017
6028,1002682,110071161331.0,University of Washington Seattle Campus,Seattle,WA,98195,,KING COUNTY,47.6562,-122.3041,611310,C,Other,94113.396,94016.4,44.25,52.746,,,,,,,,,,94113.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
6153,1005091,110071160431.0,WASHINGTON STATE UNIVERSITY,PULLMAN,WA,99164,2660 GRIMES WAY,WHITMAN COUNTY,46.728721,-117.154274,611310,C,Other,65445.994,65376.6,31.25,38.144,,,,,,,,,,65445.994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
6158,1007818,110001917427.0,WASTE MANAGEMENT GREATER WENATCHEE LANDF,EAST WENATCHEE,WA,98802,191 E WEBB RD,DOUGLAS COUNTY,47.403681,-120.1657,562212,HH,Waste,27950.5,,27950.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27950.5,,,,N,N,N,2017
6231,1006454,110070737531.0,WESTROCK LONGVIEW LLC,LONGVIEW,WA,98632,300 FIBRE WAY,COWLITZ COUNTY,46.107527,-122.926617,322130,"AA,C",Pulp and Paper,184384.822,177823.1,1312.75,5248.972,,,,,,,,,1460892.7,110624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,73760.822,,,,,,,,,,N,N,N,2017
6287,1009361,110000490772.0,WaferTech LLC,Camas,WA,98607,5509 NW Parker St.,CLARK COUNTY,45.619591,-122.456295,334413,"C,I",Other,107171.745508,14080.2,6.5,7700.32,9947.7909,33687.654608,22214.04,6522.24,13013.0,,,,,14094.448,,,,,,93077.297508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
6321,1014463,110015446659.0,Washington Potato Company,Warden,WA,98857,1900 W. 1st Street,GRANT COUNTY,46.970696,-119.064353,311991,C,Other,29844.388,29813.7,14.0,16.688,,,,,,,,,,29844.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
6372,1000624,110000490558.0,WestRock Tacoma Mill,TACOMA,WA,98421,801 PORTLAND AVE.,PIERCE COUNTY,47.26384,-122.425332,322130,"AA,C",Pulp and Paper,123750.138,117612.1,1107.5,5030.538,,,,,,,,,1000675.9,74230.464,,,,,,,,,,,,,,,,,,,,,,,,,,,49519.674,,,,,,,,,,N,N,N,2017
6437,1004918,110005343538.0,YAKIMA CNTY CHEYNE LANDFILL,ZILLAH,WA,98953,4970 CHEYNE ROAD,YAKIMA COUNTY,46.4785,-120.2688,562212,HH,Waste,37331.0,,37331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37331.0,,,,N,N,N,2017
6438,1004916,110005310868.0,YAKIMA COUNTY TERRACE HTS LANDFILL,YAKIMA,WA,98901,7151 ROZA HILL DRIVE,YAKIMA COUNTY,46.60619,-120.39197,562212,"C,HH",Waste,114513.0,19.5,114493.5,,,,,,,,,,,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114493.5,,,,N,N,N,2017
75,1004236,110007030186.0,AGRIUM US INC - KFO,KENNEWICK,WA,99337,227515 E BOWLES ROAD,BENTON COUNTY,46.165957,-119.017218,325311,"C,U,V",Chemicals,119949.492,11207.1,1.0,108741.392,,,,,,,,,,2142.292,,,,,,,,,,,,,,,,9067.0,108740.2,,,,,,,,,,,,,,,,,,,,N,N,N,2018
107,1003562,110040947820.0,ALCOA INTALCO WORKS,FERNDALE,WA,98248,4050 MOUNTAIN VIEW RD.,WHATCOM COUNTY,48.8455,-122.7055,331313,"C,F,TT","Metals,Waste",1130624.339,340165.5,9296.75,32.482,,781129.607,,,,,,,,58122.132,,,1063232.707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9269.5,N,N,N,2018
108,1000635,110000491156.0,ALCOA WENATCHEE LLC,MALAGA,WA,98828,6200 MALAGA HIGHWAY,CHELAN COUNTY,47.3567,-120.1273,331313,"C,F",Metals,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2018
151,1004746,110070754243.0,ANALOG DEVICES,CAMAS,WA,98607,4200 NW PACIFIC RIM BLVD,CLARK COUNTY,45.59995,-122.45204,334413,"C,I",Other,12179.614985,1833.7,0.75,1233.72,2034.035,4214.089985,2729.16,134.16,,,,,,1835.344,,,,,,10344.270985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2018
213,1002537,110000897085.0,ASH GROVE CEMENT COMPANY-SEATTLE,SEATTLE,WA,98134,3801 EAST MARGINAL WAY SOUTH,KING COUNTY,47.56799,-122.34255,327310,"C,H",Minerals,362741.22,362333.6,164.75,242.87,,,,,,,,,,185.9,,,,,362555.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2018
275,1007253,110043973055.0,Air Liquide Hydrogen Plant,Anacortes,WA,98221,8581 South Texas Road,SKAGIT COUNTY,48.467675,-122.553982,325120,P,Chemicals,68968.3,68968.3,,,,,,,,,,,,,,,,,,,,,,,68968.3,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2018
380,1000024,110000489659.0,Ardagh Glass Inc. (Seattle),SEATTLE,WA,98134,5801 EAST MARGINAL WAY SOUTH,KING COUNTY,47.551767,-122.337152,327213,"C,N",Minerals,76476.476,76415.1,28.0,33.376,,,,,,,,,,59609.376,,,,,,,,,16867.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2018
495,1002893,110005376538.0,BOISE PAPER,WALLULA,WA,99363,31831 WEST HIGHWAY 12,WALLA WALLA COUNTY,46.097264,-118.911147,322121,"AA,C,PP,TT","Pulp and Paper,Suppliers of CO2,Waste",126323.142,110026.6,13777.25,2519.292,,,,,,,,,527639.8,71991.52,,,,,,,,,,,,,,,,,,,,,,,,,,,41133.122,,,,,,,,,13198.5,N,Y,N,2018
612,1006468,110000490157.0,BP CHERRY POINT REFINERY,BLAINE,WA,98230,4519 GRANDVIEW ROAD,WHATCOM COUNTY,48.884,-122.735,324110,"C,MM-REF,P,PP,Y","Chemicals,Petroleum Product Suppliers,Refineries,Suppliers of CO2",2137694.596,2126792.0,6618.25,4284.346,,,,,,,,,,1186190.944,,,,,,,,,,,668194.3,,,,,,,,,,,,,,283309.352,,,,,,,,,,,,N,Y,Y,2018
669,1010722,110000491165.0,Basic American Foods,Moses Lake,WA,98837,538 Potato Frontage Road,GRANT COUNTY,47.075778,-119.222474,311423,C,Other,25458.104,25431.8,12.0,14.304,,,,,,,,,,25458.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2018
748,1000640,110017406788.0,Boeing Commercial Airplanes - Everett,Everett,WA,98204,3003 West Casino Rd,SNOHOMISH COUNTY,47.923302,-122.273197,336411,C,Other,72308.124,72233.0,34.0,41.124,,,,,,,,,,72308.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2018
764,1010860,110070543173.0,Boulder Park Generating Station,Spokane Valley,WA,99027,4424 N. Barker Road,SPOKANE COUNTY,47.696823,-117.154729,221112,C,Power Plants,23325.312,23301.2,11.0,13.112,,,,,,,,,,23325.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2018
919,1006572,110001919960.0,CERTAINTEED GYPSUM SEATTLE,SEATTLE,WA,98134,5931 E MARGINAL WY S,KING COUNTY,47.547909,-122.337341,327420,C,Minerals,51104.008,51051.4,24.0,28.608,,,,,,,,,,51104.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2018
1243,1004225,110025339621.0,Cardinal FG Company,Winlock,WA,98596,545 Avery Road West,LEWIS COUNTY,46.5439,-122.9259,327211,"C,N",Minerals,106984.12,106907.4,35.0,41.72,,,,,,,,,,74516.22,,,,,,,,,32467.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2018
1294,1006550,110071162503.0,Cathcart Landfill,SNOHOMISH,WA,98296,8915 Cathcart Way,SNOHOMISH COUNTY,47.872482,-122.123604,562111,"C,HH",Waste,22425.5,199.0,22226.5,,,,,,,,,,,199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22226.5,,,,N,N,N,2018
1311,1002677,110001916437.0,CenTrio,SEATTLE,WA,98101,1319 WESTERN AVE,KING COUNTY,47.608889,-122.338611,221330,C,Power Plants,62618.55,62551.3,30.0,37.25,,,,,,,,,,62618.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2018
1319,1007310,110000490665.0,Centralia,CENTRALIA,WA,98531,913 BIG HANAFORD RD,Lewis,46.7559,-122.8578,221112,"C,D",Power Plants,6097083.914,6049289.7,17482.25,30311.964,,,,,,,,,,891.336,6096192.578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2018
1346,1000144,110055650371.0,Chehalis Generation Facility,CHEHALIS,WA,98532,1813 BISHOP ROAD,Lewis,46.6226,-122.9145,221112,"C,D",Power Plants,691520.988,690819.0,320.25,381.738,,,,,,,,,,531.148,690989.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2018
1407,1004053,110071159242.0,City of Spokane Waste-to-Energy,SPOKANE,WA,99224,2900 S GEIGER BLVD,SPOKANE COUNTY,47.62846,-117.49944,562213,C,Waste,94676.344,89557.9,1996.0,3122.444,,,,,,,,,137991.1,94676.344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2018
1527,1008999,110000490709.0,Cosmopolis Pulp Mill,Cosmopolis,WA,98537,1701 First St,GRAYS HARBOR COUNTY,46.953543,-123.761737,322110,"AA,C,TT","Pulp and Paper,Waste",26130.896,19693.4,4112.5,2324.996,,,,,,,,,576364.7,19299.134,,,,,,,,,,,,,,,,,,,,,,,,,,,3237.512,,,,,,,,,3594.25,N,N,N,2018
1540,1008180,110005381942.0,Cowlitz County Headquarters Landfill,Castle Rock,WA,98611,3434 South Silver Lake Road,COWLITZ COUNTY,46.248725,-122.778109,562212,"C,HH",Waste,233530.206,,233508.75,21.456,,,,,,,,,5965.5,30.706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233499.5,,,,N,N,N,2018
1689,1010891,110000491281.0,Darigold Inc,Sunnyside,WA,98944,400 Alexander Road,YAKIMA COUNTY,46.300368,-120.015979,311513,C,Other,38345.2,38304.6,18.25,22.35,,,,,,,,,,38345.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2018
1854,1003518,110000490816.0,EMERALD KALAMA CHEMICAL LLC,KALAMA,WA,98625,1296 NORTHWEST 3RD STREET,COWLITZ COUNTY,46.02191,-122.85698,325199,C,Chemicals,60773.42,60710.4,28.75,34.27,,,,,,,,,,60773.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2018
2035,1006502,110000490013.0,Encogen Generating Station,Bellingham,WA,98225,915 Cornwall Ave,WHATCOM COUNTY,48.746,-122.486,221112,D,Power Plants,96452.992,96354.9,44.75,53.342,,,,,,,,,,,96452.992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2018
2214,1004175,110007346041.0,Frederickson PSE,TACOMA,WA,98446,4714 192ND STREET EAST,PIERCE COUNTY,47.08187,-122.3649,221112,C,Power Plants,41003.594,40961.1,19.25,23.244,,,,,,,,,,41003.594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2018
2215,1000301,110005307284.0,Frederickson Power LP,Tacoma,WA,98446,18610 50Th Ave East,Pierce,47.0864,-122.3644,221112,D,Power Plants,270097.2,269823.2,125.0,149.0,,,,,,,,,,,270097.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2018
2217,1004066,110001917007.0,Fredonia Generating Station,Mount Vernon,WA,98273,13085 Ball Road,SKAGIT COUNTY,48.4553,-122.435,221112,"C,D",Power Plants,101465.656,101358.7,48.25,58.706,,,,,,,,,,96155.776,5309.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2018
2293,1005998,110000564586.0,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,CAMAS,WA,98607,401 NE ADAMS STREET,CLARK COUNTY,45.582929,-122.407758,322121,"AA,C,PP,TT","Pulp and Paper,Suppliers of CO2,Waste",131347.886,123906.6,6835.75,605.536,,,,,,,,,117431.9,103867.216,,,,,,,,,,,,,,,,,,,,,,,,,,,20820.67,,,,,,,,,6660.0,N,Y,N,2018
2296,1005059,110000902300.0,GEORGIA-PACIFIC GYPSUM LLC,TACOMA,WA,98421,1240 ALEXANDER AVENUE,PIERCE COUNTY,47.269558,-122.394869,327420,C,Minerals,49065.116,49014.7,23.0,27.416,,,,,,,,,,49065.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2018
2335,1001436,110041171086.0,GOLDENDALE GENERATING STATION,GOLDENDALE,WA,98620,600 INDUSTRIAL WAY,KLICKITAT COUNTY,45.8114,-120.833,221112,D,Power Plants,425704.372,425272.0,197.25,235.122,,,,,,,,,,,425704.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2018
2336,1000363,110000547668.0,"GOODRICH SPOKANE LANDING SYSTEMS, CARBON PRODUCTS",SPOKANE,WA,99224,11135 W WESTBOW BLVD,SPOKANE COUNTY,47.583604,-117.568511,336413,C,Other,13280.6,13266.9,6.25,7.45,,,,,,,,,,13280.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2018
2355,1007160,110063281434.0,GRANT CNTY EPHRATA LANDFILL 1,EPHRATA,WA,98823,3803 Neva Lake Rd. NW,GRANT COUNTY,47.26597,-119.55494,562212,HH,Waste,47088.75,,47088.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47088.75,,,,N,N,N,2018
2365,1002920,110020663575.0,GRAYMONT WESTERN US INC,TACOMA,WA,98421,1220 ALEXANDER AVENUE,PIERCE COUNTY,47.271365,-122.397262,327410,C,Minerals,21.5,21.5,,,,,,,,,,,,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2018
2432,1004773,110006459643.0,Gas Transmission Northwest Pipeline Rosalia CS#6,ROSALIA,WA,99170,EAST 315 BABB ROAD,SPOKANE COUNTY,47.277256,-117.406737,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,111687.434,111218.2,407.25,61.984,,,,,,,,,,111331.784,,,,,,,,,,,,,,,,,,,,355.65,,,,,,,,,,,,,,,,,N,N,N,2018
2434,1004775,110005320955.0,Gas Transmission Northwest Pipeline Wallula CS#8,WALLULA,WA,99363,638 LAMBDIN RD,WALLA WALLA COUNTY,46.053153,-118.843934,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,127685.17,127153.4,460.25,71.52,,,,,,,,,,127284.52,,,,,,,,,,,,,,,,,,,,400.65,,,,,,,,,,,,,,,,,N,N,N,2018
2435,1012641,,"Gas Transmission Northwest Starbuck Sta.#7 (Starbuck, WA)",Starbuck,WA,99359,Lyons Ferry Road,,46.5185845,-118.1273778,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,64227.512,63124.3,1067.75,35.462,,,,,,,,,,63188.412,,,,,,,,,,,,,,,,,,,,1039.1,,,,,,,,,,,,,,,,,N,N,N,2018
2551,1000207,110012561021.0,Grays Harbor Energy Center,Elma,WA,98541,401 Keys Rd,GRAYS HARBOR COUNTY,46.9688,-123.48,221112,"C,D",Power Plants,975859.332,974868.0,452.25,539.082,,,,,,,,,,391.348,975467.984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2018
2624,1013153,110070834439.0,Guy Bennett Lumber,Clarkston,WA,99403,2050 Wilma Drive,WHITMAN COUNTY,46.422239,-117.091,321113,C,Other,333.536,0.3,130.0,203.236,,,,,,,,,15240.0,333.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2018
2670,1004211,110008214360.0,HF Sinclair Puget Sound Refining LLC,ANACORTES,WA,98221,8505 SOUTH TEXAS ROAD,SKAGIT COUNTY,48.472836,-122.560194,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",1989538.206,1978164.8,6986.25,4387.156,,,,,,,,,,1396209.51,,,,,,,,,,,,,,,,,,,,,,,,,593328.696,,,,,,,,,,,,N,N,N,2018
2791,1004384,110012556894.0,Hidden Valley Landfill,Puyallup,WA,98375,17925 Meridian Street East,PIERCE COUNTY,47.095,-122.2878,562212,HH,Waste,5848.75,,5848.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5848.75,,,,N,N,N,2018
2851,1007090,110037069720.0,Horn Rapids Landfill,Richland,WA,99352,3102 Twin Bridges Road,BENTON COUNTY,46.3432,-119.346,562212,HH,Waste,24474.5,,24474.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24474.5,,,,N,N,N,2018
3020,1012347,110009510270.0,Jackson Prairie Natural Gas Storage,Chehalis,WA,98532,239 Zandecki Rd,LEWIS COUNTY,46.532539,-122.835182,213112,"C,W-UNSTG",Petroleum and Natural Gas Systems,12158.66,10869.2,1283.5,5.96,,,,,,,,,,10878.66,,,,,,,,,,,,,,,,,,,,,1280.0,,,,,,,,,,,,,,,,N,N,N,2018
3051,1002804,110000491655.0,J R SIMPLOT CO,OTHELLO,WA,99344,1201 N BROADWAY AVE,ADAMS COUNTY,46.837778,-119.176389,311411,"C,II","Other,Waste",99690.674,46682.7,52981.75,26.224,,,,,,,,,,46730.924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52959.75,,,N,N,N,2018
3056,1002832,110040626702.0,J. R. Simplot Co.,Moses Lake,WA,98837,14124 Wheeler Road NE,GRANT COUNTY,47.131732,-119.18926,311411,"C,II","Other,Waste",31854.368,26773.0,5054.25,27.118,,,,,,,,,3411.9,26817.868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5036.5,,,N,N,N,2018
3209,1007822,110001916810.0,KING CNTY SOLID WST CEDAR HILLS LANDFILL,MAPLE VALLEY,WA,98038,16645 228TH AVENUE SE,KING COUNTY,47.462625,-122.046025,562212,"C,HH",Waste,68422.844,334.2,68087.75,0.894,,,,,,,,,,335.344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68087.5,,,,N,N,N,2018
3228,1002056,110043786285.0,Kaiser Aluminum Washington,Spokane Valley,WA,99216,15000 E Euclid Ave,SPOKANE COUNTY,47.687074,-117.212673,331315,C,Metals,130646.408,130511.6,61.5,73.308,,,,,,,,,,130646.408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2018
3294,1000607,110000491619.0,LAMB WESTON,CONNELL,WA,99326,811 GUM STREET,FRANKLIN COUNTY,46.651744,-118.872717,311411,C,Other,35338.016,35301.3,16.75,19.966,,,,,,,,,,35338.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2018
3296,1000611,110000491593.0,LAMB WESTON INC. PASCO,PASCO,WA,99301,960 GLADE ROAD NORTH,FRANKLIN COUNTY,46.288137,-119.115336,311411,C,Other,43647.636,43602.7,20.5,24.436,,,,,,,,,,43647.636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2018
3306,1004679,110034136049.0,LAND RECOVERY LANDFILL INDUST,GRAHAM,WA,98338,30919 MERIDIAN STREET EAST,PIERCE COUNTY,47.127923,-122.292929,562212,HH,Waste,181556.25,,181556.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181556.25,,,,N,N,N,2018
3442,1000613,110015451125.0,Lamb Weston Holdings Inc,Quincy,WA,98848,1005 E Street SW,GRANT COUNTY,47.234413,-119.869914,311411,C,Other,32072.58,32039.7,15.0,17.88,,,,,,,,,,32072.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2018
3443,1000614,110000491682.0,Lamb Weston Inc.,RICHLAND,WA,99352,2013 SAINT STREET,BENTON COUNTY,46.309388,-119.297683,311411,"C,II","Other,Waste",76723.79,60028.2,16634.5,61.09,,,,,,,,,7566.6,60129.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16594.5,,,N,N,N,2018
