,Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,HFC emissions,PFC emissions,SF6 emissions ,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring? ,year
6234,1005091,110071160431.0,WASHINGTON STATE UNIVERSITY,PULLMAN,WA,99164,2660 GRIMES WAY,WHITMAN COUNTY,46.728721,-117.154274,611310,C,Other,58136.322,58074.6,27.75,33.972,,,,,,,,,,58136.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
6239,1007818,110001917427.0,WASTE MANAGEMENT GREATER WENATCHEE LANDF,EAST WENATCHEE,WA,98802,191 E WEBB RD,DOUGLAS COUNTY,47.403681,-120.1657,562212,HH,Waste,30653.25,,30653.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30653.25,,,,N,N,N,2016
6300,1006454,110070737531.0,WESTROCK LONGVIEW LLC,LONGVIEW,WA,98632,300 FIBRE WAY,COWLITZ COUNTY,46.107527,-122.926617,322130,"AA,C",Pulp and Paper,162840.016,156168.0,1332.75,5339.266,,,,,,,,,1499059.0,90848.662,,,,,,,,,,,,,,,,,,,,,,,,,,,71991.354,,,,,,,,,,N,N,N,2016
6358,1009361,110000490772.0,WaferTech LLC,Camas,WA,98607,5509 NW Parker St.,CLARK COUNTY,45.619591,-122.456295,334413,"C,I",Other,156445.301784,13143.4,6.25,8568.096,11501.0106,60123.465184,39181.8,12339.28,11582.0,,,,,13157.1,,,,,,143288.201784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
6427,1000624,110000490558.0,WestRock Tacoma Mill,TACOMA,WA,98421,801 PORTLAND AVE.,PIERCE COUNTY,47.26384,-122.425332,322130,"AA,C",Pulp and Paper,123707.518,117369.9,1132.75,5204.868,,,,,,,,,1011165.1,77255.888,,,,,,,,,,,,,,,,,,,,,,,,,,,46451.63,,,,,,,,,,N,N,N,2016
6492,1004918,110005343538.0,YAKIMA CNTY CHEYNE LANDFILL,ZILLAH,WA,98953,4970 CHEYNE ROAD,YAKIMA COUNTY,46.4785,-120.2688,562212,HH,Waste,35837.0,,35837.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35837.0,,,,N,N,N,2016
6493,1004916,110005310868.0,YAKIMA COUNTY TERRACE HTS LANDFILL,YAKIMA,WA,98901,7151 ROZA HILL DRIVE,YAKIMA COUNTY,46.60619,-120.39197,562212,"C,HH",Waste,111851.1,25.1,111826.0,,,,,,,,,,,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111826.0,,,,N,N,N,2016
74,1004236,110007030186.0,AGRIUM US INC - KFO,KENNEWICK,WA,99337,227515 E BOWLES ROAD,BENTON COUNTY,46.165957,-119.017218,325311,"C,U,V",Chemicals,144289.992,10992.4,1.0,133296.592,,,,,,,,,,1861.792,,,,,,,,,,,,,,,,9132.8,133295.4,,,,,,,,,,,,,,,,,,,,N,N,N,2017
105,1003562,110040947820.0,ALCOA INTALCO WORKS,FERNDALE,WA,98248,4050 MOUNTAIN VIEW RD.,WHATCOM COUNTY,48.8455,-122.7055,331312,"C,F,TT","Metals,Waste",1092946.06,354712.2,9675.0,32.482,,728526.378,,,,,,,,58000.732,,,1025297.578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9647.75,N,N,N,2017
106,1000635,110000491156.0,ALCOA WENATCHEE LLC,MALAGA,WA,98828,6200 MALAGA HIGHWAY,CHELAN COUNTY,47.3567,-120.1273,331312,"C,F",Metals,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
148,1004746,110070754243.0,ANALOG DEVICES,CAMAS,WA,98607,4200 NW PACIFIC RIM BLVD,CLARK COUNTY,45.59995,-122.45204,334413,"C,I",Other,22525.355788,2011.5,1.0,1416.99,1802.64,14428.185788,2729.16,135.88,,,,,,2013.692,,,,,,20511.663788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
211,1002537,110000897085.0,ASH GROVE CEMENT COMPANY-SEATTLE,SEATTLE,WA,98134,3801 EAST MARGINAL WAY SOUTH,KING COUNTY,47.56799,-122.34255,327310,"C,H",Minerals,355398.648,355107.0,120.0,171.648,,,,,,,,,,185.9,,,,,355212.748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2017
272,1007253,110043973055.0,Air Liquide Hydrogen Plant,Anacortes,WA,98221,8581 South Texas Road,SKAGIT COUNTY,48.467675,-122.553982,325120,P,Chemicals,63453.5,63453.5,,,,,,,,,,,,,,,,,,,,,,,63453.5,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
375,1000024,110000489659.0,Ardagh Glass Inc. (Seattle),SEATTLE,WA,98134,5801 EAST MARGINAL WAY SOUTH,KING COUNTY,47.551767,-122.337152,327213,"C,N",Minerals,75427.978,75367.4,27.5,33.078,,,,,,,,,,58575.078,,,,,,,,,16852.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
488,1002893,110005376538.0,BOISE PAPER,WALLULA,WA,99363,31831 WEST HIGHWAY 12,WALLA WALLA COUNTY,46.097264,-118.911147,322121,"AA,C,PP,TT","Pulp and Paper,Suppliers of CO2,Waste",163077.142,146977.9,13535.25,2563.992,,,,,,,,,528739.5,98337.404,,,,,,,,,,,,,,,,,,,,,,,,,,,51804.488,,,,,,,,,12935.25,N,Y,N,2017
495,1006468,110000490157.0,BP CHERRY POINT REFINERY,BLAINE,WA,98230,4519 GRANDVIEW ROAD,WHATCOM COUNTY,48.884,-122.735,324110,"C,MM-REF,P,PP,Y","Chemicals,Petroleum Product Suppliers,Refineries,Suppliers of CO2",2190362.686,2179880.8,5980.0,4501.886,,,,,,,,,,1258314.45,,,,,,,,,,,641165.0,,,,,,,,,,,,,,290883.236,,,,,,,,,,,,N,Y,Y,2017
653,1010722,110000491165.0,Basic American Foods,Moses Lake,WA,98837,538 Potato Frontage Road,GRANT COUNTY,47.075778,-119.222474,311423,C,Other,30576.484,30544.7,14.5,17.284,,,,,,,,,,30576.484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
732,1000640,110017406788.0,Boeing Commercial Airplanes - Everett,Everett,WA,98204,3003 West Casino Rd,SNOHOMISH COUNTY,47.923302,-122.273197,336411,C,Other,80529.196,80445.9,38.0,45.296,,,,,,,,,,80529.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
936,1006572,110001919960.0,CERTAINTEED GYPSUM SEATTLE,SEATTLE,WA,98134,5931 E MARGINAL WY S,KING COUNTY,47.547909,-122.337341,327420,C,Minerals,50452.26,50400.2,23.75,28.31,,,,,,,,,,50452.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1234,1004225,110025339621.0,Cardinal FG Company,Winlock,WA,98596,545 Avery Road West,LEWIS COUNTY,46.5439,-122.9259,327211,"C,N",Minerals,107558.62,107481.9,35.0,41.72,,,,,,,,,,74485.82,,,,,,,,,33072.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1281,1006550,110071162503.0,Cathcart Landfill,SNOHOMISH,WA,98296,8915 Cathcart Way,SNOHOMISH COUNTY,47.872482,-122.123604,562111,"C,HH",Waste,34213.75,171.5,34042.25,,,,,,,,,,,171.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34042.25,,,,N,N,N,2017
1298,1002677,110001916437.0,CenTrio,SEATTLE,WA,98101,1319 WESTERN AVE,KING COUNTY,47.608889,-122.338611,221330,C,Power Plants,72623.176,72548.1,34.25,40.826,,,,,,,,,,72623.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1306,1007310,110000490665.0,Centralia,CENTRALIA,WA,98531,913 BIG HANAFORD RD,Lewis,46.7559,-122.8578,221112,"C,D",Power Plants,6002805.258,5955749.5,17212.25,29843.508,,,,,,,,,,895.836,6001909.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2017
1343,1000144,110055650371.0,Chehalis Generation Facility,CHEHALIS,WA,98532,1813 BISHOP ROAD,Lewis,46.6226,-122.9145,221112,"C,D",Power Plants,727164.356,726426.2,336.75,401.406,,,,,,,,,,626.048,726538.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1392,1004053,110071159242.0,City of Spokane Waste-to-Energy,SPOKANE,WA,99224,2900 S GEIGER BLVD,SPOKANE COUNTY,47.62846,-117.49944,562213,C,Waste,93294.66,88155.7,2004.0,3134.96,,,,,,,,,140809.8,93294.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1517,1008999,110000490709.0,Cosmopolis Pulp Mill,Cosmopolis,WA,98537,1701 First St,GRAYS HARBOR COUNTY,46.953543,-123.761737,322110,"AA,C,TT","Pulp and Paper,Waste",28864.808,22455.7,4257.25,2151.858,,,,,,,,,528092.3,21258.784,,,,,,,,,,,,,,,,,,,,,,,,,,,3843.774,,,,,,,,,3762.25,N,N,N,2017
1530,1008180,110005381942.0,Cowlitz County Headquarters Landfill,Castle Rock,WA,98611,3434 South Silver Lake Road,COWLITZ COUNTY,46.248725,-122.778109,562212,"C,HH",Waste,207425.932,,207386.0,39.932,,,,,,,,,11096.0,56.932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207369.0,,,,N,N,N,2017
1681,1010891,110000491281.0,Darigold Inc,Sunnyside,WA,98944,400 Alexander Road,YAKIMA COUNTY,46.300368,-120.015979,311513,C,Other,37985.756,37946.3,18.0,21.456,,,,,,,,,,37985.756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
1875,1003518,110000490816.0,EMERALD KALAMA CHEMICAL LLC,KALAMA,WA,98625,1296 NORTHWEST 3RD STREET,COWLITZ COUNTY,46.02191,-122.85698,325199,C,Chemicals,62518.264,62453.6,29.5,35.164,,,,,,,,,,62518.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
2012,1006502,110000490013.0,Encogen Generating Station,Bellingham,WA,98225,915 Cornwall Ave,WHATCOM COUNTY,48.746,-122.486,221112,D,Power Plants,98352.636,98252.9,45.5,54.236,,,,,,,,,,,98352.636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
2191,1004175,110007346041.0,Frederickson PSE,TACOMA,WA,98446,4714 192ND STREET EAST,PIERCE COUNTY,47.08187,-122.3649,221112,C,Power Plants,44365.332,44319.3,21.0,25.032,,,,,,,,,,44365.332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
2192,1000301,110005307284.0,Frederickson Power LP,Tacoma,WA,98446,18610 50Th Ave East,Pierce,47.0864,-122.3644,221112,D,Power Plants,352422.144,352064.3,163.25,194.594,,,,,,,,,,,352422.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
2194,1004066,110001917007.0,Fredonia Generating Station,Mount Vernon,WA,98273,13085 Ball Road,SKAGIT COUNTY,48.4553,-122.435,221112,"C,D",Power Plants,97133.782,97033.2,45.75,54.832,,,,,,,,,,77935.102,19198.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
2272,1005998,110000564586.0,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,CAMAS,WA,98607,401 NE ADAMS STREET,CLARK COUNTY,45.582929,-122.407758,322121,"AA,C,PP,TT","Pulp and Paper,Suppliers of CO2,Waste",187574.36,179066.9,7197.75,1309.71,,,,,,,,,386971.5,119678.906,,,,,,,,,,,,,,,,,,,,,,,,,,,61085.704,,,,,,,,,6809.75,N,Y,N,2017
2275,1005059,110000902300.0,GEORGIA-PACIFIC GYPSUM LLC,TACOMA,WA,98421,1240 ALEXANDER AVENUE,PIERCE COUNTY,47.269558,-122.394869,327420,C,Minerals,46856.624,46808.4,22.0,26.224,,,,,,,,,,46856.624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
2316,1001436,110041171086.0,GOLDENDALE GENERATING STATION,GOLDENDALE,WA,98620,600 INDUSTRIAL WAY,KLICKITAT COUNTY,45.8114,-120.833,221112,D,Power Plants,415078.812,414657.4,192.25,229.162,,,,,,,,,,,415078.812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
2317,1000363,110000547668.0,"GOODRICH SPOKANE LANDING SYSTEMS, CARBON PRODUCTS",SPOKANE,WA,99224,11135 W WESTBOW BLVD,SPOKANE COUNTY,47.583604,-117.568511,336413,C,Other,12637.652,12624.5,6.0,7.152,,,,,,,,,,12637.652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
2340,1007160,110063281434.0,GRANT CNTY EPHRATA LANDFILL 1,EPHRATA,WA,98823,3803 Neva Lake Rd. NW,GRANT COUNTY,47.26597,-119.55494,562212,HH,Waste,44881.25,,44881.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44881.25,,,,N,N,N,2017
2350,1002920,110020663575.0,GRAYMONT WESTERN US INC,TACOMA,WA,98421,1220 ALEXANDER AVENUE,PIERCE COUNTY,47.271365,-122.397262,327410,C,Minerals,23.0,23.0,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
2407,1004773,110006459643.0,Gas Transmission Northwest Pipeline Rosalia CS#6,ROSALIA,WA,99170,EAST 315 BABB ROAD,SPOKANE COUNTY,47.277256,-117.406737,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,107044.802,106090.5,895.0,59.302,,,,,,,,,,106198.652,,,,,,,,,,,,,,,,,,,,846.15,,,,,,,,,,,,,,,,,N,N,N,2017
2409,1004775,110005320955.0,Gas Transmission Northwest Pipeline Wallula CS#8,WALLULA,WA,99363,638 LAMBDIN RD,WALLA WALLA COUNTY,46.053153,-118.843934,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,161511.404,118074.2,43370.75,66.454,,,,,,,,,,118150.404,,,,,,,,,,,,,,,,,,,,43361.0,,,,,,,,,,,,,,,,,N,N,N,2017
2410,1012641,,"Gas Transmission Northwest Starbuck Sta.#7 (Starbuck, WA)",Starbuck,WA,99359,Lyons Ferry Road,,46.5185845,-118.1273778,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,41960.644,41065.4,872.0,23.244,,,,,,,,,,41107.244,,,,,,,,,,,,,,,,,,,,853.4,,,,,,,,,,,,,,,,,N,N,N,2017
2521,1000207,110012561021.0,Grays Harbor Energy Center,Elma,WA,98541,401 Keys Rd,GRAYS HARBOR COUNTY,46.9688,-123.48,221112,"C,D",Power Plants,1107991.044,1106866.0,513.25,611.794,,,,,,,,,,337.848,1107653.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
2643,1004211,110008214360.0,HF Sinclair Puget Sound Refining LLC,ANACORTES,WA,98221,8505 SOUTH TEXAS ROAD,SKAGIT COUNTY,48.472836,-122.560194,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",1897268.4,1886919.2,6281.5,4067.7,,,,,,,,,,1315672.452,,,,,,,,,,,,,,,,,,,,,,,,,581595.948,,,,,,,,,,,,N,N,N,2017
2780,1004384,110012556894.0,Hidden Valley Landfill,Puyallup,WA,98375,17925 Meridian Street East,PIERCE COUNTY,47.095,-122.2878,562212,HH,Waste,5984.75,,5984.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5984.75,,,,N,N,N,2017
2815,1007090,110037069720.0,Horn Rapids Landfill,Richland,WA,99352,3102 Twin Bridges Road,BENTON COUNTY,46.3432,-119.346,562212,HH,Waste,18035.5,,18035.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18035.5,,,,N,N,N,2017
3005,1002804,110000491655.0,J R SIMPLOT CO,OTHELLO,WA,99344,1201 N BROADWAY AVE,ADAMS COUNTY,46.837778,-119.176389,311411,"C,II","Other,Waste",95215.216,49074.3,46113.5,27.416,,,,,,,,,,49124.716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46090.5,,,N,N,N,2017
3010,1002832,110040626702.0,J. R. Simplot Co.,Moses Lake,WA,98837,14124 Wheeler Road NE,GRANT COUNTY,47.131732,-119.18926,311411,"C,II","Other,Waste",36093.998,30183.4,5880.5,30.098,,,,,,,,,3699.1,30233.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5860.75,,,N,N,N,2017
3154,1007822,110001916810.0,KING CNTY SOLID WST CEDAR HILLS LANDFILL,MAPLE VALLEY,WA,98038,16645 228TH AVENUE SE,KING COUNTY,47.462625,-122.046025,562212,"C,HH",Waste,72847.596,333.5,72513.5,0.596,,,,,,,,,,334.596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72513.0,,,,N,N,N,2017
3179,1002056,110043786285.0,Kaiser Aluminum Washington,Spokane Valley,WA,99216,15000 E Euclid Ave,SPOKANE COUNTY,47.687074,-117.212673,331315,C,Metals,126365.324,126234.9,59.5,70.924,,,,,,,,,,126365.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
3252,1000607,110000491619.0,LAMB WESTON,CONNELL,WA,99326,811 GUM STREET,FRANKLIN COUNTY,46.651744,-118.872717,311411,C,Other,35861.764,35824.5,17.0,20.264,,,,,,,,,,35861.764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
3254,1000611,110000491593.0,LAMB WESTON INC. PASCO,PASCO,WA,99301,960 GLADE ROAD NORTH,FRANKLIN COUNTY,46.288137,-119.115336,311411,C,Other,50961.008,50908.4,24.0,28.608,,,,,,,,,,50961.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
3264,1004679,110034136049.0,LAND RECOVERY LANDFILL INDUST,GRAHAM,WA,98338,30919 MERIDIAN STREET EAST,PIERCE COUNTY,47.127923,-122.292929,562212,HH,Waste,132923.75,,132923.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132923.75,,,,N,N,N,2017
3387,1000613,110015451125.0,Lamb Weston Holdings Inc,Quincy,WA,98848,1005 E Street SW,GRANT COUNTY,47.234413,-119.869914,311411,C,Other,34927.768,34891.6,16.5,19.668,,,,,,,,,,34927.768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
3388,1000614,110000491682.0,Lamb Weston Inc.,RICHLAND,WA,99352,2013 SAINT STREET,BENTON COUNTY,46.309388,-119.297683,311411,"C,II","Other,Waste",48662.04,44211.0,4419.75,31.29,,,,,,,,,1794.1,44265.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4396.25,,,N,N,N,2017
3594,1002287,110071160560.0,MCCAIN FOODS USA INC,OTHELLO,WA,99344,100 LEE STREET,ADAMS COUNTY,46.836659,-119.174622,311411,"C,II","Other,Waste",63045.248,40133.6,22889.0,22.648,,,,,,,,,,40175.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22870.0,,,N,N,N,2017
3764,1010969,110071161456.0,Matheson - Anacortes Hydrogen Plant,Anacortes,WA,98221,8529 South Texas Road,SKAGIT COUNTY,48.465891,-122.565397,325120,P,Chemicals,35842.7,35842.7,,,,,,,,,,,,,,,,,,,,,,,35842.7,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
3846,1001435,110036123469.0,Mint Farm Generation Station,Longview,WA,98632,1200 Prudential Blvd,COWLITZ COUNTY,46.1403,-122.9842,221112,D,Power Plants,356273.28,355911.6,165.0,196.68,,,,,,,,,,,356273.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
4037,1006360,110000490898.0,NIPPON DYNAWAVE PACKAGING,LONGVIEW,WA,98632,3401 INDUSTRIAL WAY,COWLITZ COUNTY,46.122749,-122.974048,322121,"AA,C",Pulp and Paper,314183.282,306756.1,1613.5,5813.682,,,,,,,,,1218098.6,272141.228,,,,,,,,,,,,,,,,,,,,,,,,,,,42042.054,,,,,,,,,,N,N,N,2017
4096,1000029,110015969941.0,NUCOR STEEL SEATTLE INC,SEATTLE,WA,98106,2424 SOUTHWEST ANDOVER STREET,KING COUNTY,47.569331,-122.367332,331111,"C,Q",Metals,168977.228,168930.1,21.5,25.628,,,,,,,,,,45550.028,,,,,,,,,,,,123427.2,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
4113,1001816,110070917490.0,Naval Base Kitsap Bremerton,Bremerton,WA,98314,120 South Dewey Street,KITSAP COUNTY,47.562807,-122.646324,488310,C,Other,46624.67,46575.6,22.25,26.82,,,,,,,,,,46624.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
4142,1007092,110001916936.0,NORTHWEST PIPELINE GP - SNOHOMISH C/S,Snohomish,WA,98390,22902 Echo Lake Road,SNOHOMISH COUNTY,47.78943,-122.05728,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,51797.658,51068.3,700.75,28.608,,,,,,,,,,51120.108,,,,,,,,,,,,,,,,,,,,677.55,,,,,,,,,,,,,,,,,N,N,N,2017
4143,1009015,110071161251.0,NORTHWEST PIPELINE GP CHEHALIS C/S,Chehalis,WA,98596,156 Meier Road West,LEWIS COUNTY,46.53238,-122.86965,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,17893.788,16479.8,1404.75,9.238,,,,,,,,,,16495.188,,,,,,,,,,,,,,,,,,,,1398.6,,,,,,,,,,,,,,,,,N,N,N,2017
4144,1009017,110055515624.0,NORTHWEST PIPELINE GP GOLDENDALE C/S,Goldendale,WA,99322,120 Hoctor Road,KLICKITAT COUNTY,45.771216,-120.799267,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,19062.088,16649.6,2403.25,9.238,,,,,,,,,,16663.788,,,,,,,,,,,,,,,,,,,,2398.3,,,,,,,,,,,,,,,,,N,N,N,2017
4146,1009161,110071159282.0,NORTHWEST PIPELINE GP MT. VERNON,Mt. Vernon,WA,98295,1539 Lange Road,SKAGIT COUNTY,48.41248,-122.20969,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,62344.724,60027.3,2283.75,33.674,,,,,,,,,,60086.624,,,,,,,,,,,,,,,,,,,,2258.1,,,,,,,,,,,,,,,,,N,N,N,2017
4147,1007513,110001917034.0,NORTHWEST PIPELINE GP SUMAS C/S,SUMAS,WA,98295,4738 JONES RD,WHATCOM COUNTY,49.001,-122.2214,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,96857.4,92863.5,3941.75,52.15,,,,,,,,,,92954.9,,,,,,,,,,,,,,,,,,,,3902.5,,,,,,,,,,,,,,,,,N,N,N,2017
4148,1009163,,NORTHWEST PIPELINE GP SUMNER C/S,Sumner,WA,98390,3104 166th Ave. E,,47.228986,-122.209551,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,37485.812,36678.0,787.25,20.562,,,,,,,,,,36714.912,,,,,,,,,,,,,,,,,,,,770.9,,,,,,,,,,,,,,,,,N,N,N,2017
4149,1009215,110001916856.0,NORTHWEST PIPELINE GP WASHOUGAL C/S,Washougal,WA,98671,1309 NE Brown Road,CLARK COUNTY,45.63236,-122.36516,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,14951.454,12242.1,2702.5,6.854,,,,,,,,,,12251.504,,,,,,,,,,,,,,,,,,,,2699.95,,,,,,,,,,,,,,,,,N,N,N,2017
4195,1012181,110069632632.0,North Pacific Paper Company LLC,Longview,WA,98632,3001 Industrial Way,COWLITZ COUNTY,46.118735,-122.968082,322122,C,Pulp and Paper,34365.32,34329.7,16.25,19.37,,,,,,,,,,34365.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
4274,1003586,110005325503.0,OLYMPIC VIEW SANITARY LANDFILL INC,PORT ORCHARD,WA,98367,10015 SOUTHWEST BARNEY WHITE ROAD,KITSAP COUNTY,47.50473,-122.78081,562212,HH,Waste,1717.75,,1717.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717.75,,,,N,N,N,2017
4483,1008018,110000490139.0,PHILLIPS 66 FERNDALE REFINERY,FERNDALE,WA,98248,3901 UNICK ROAD,WHATCOM COUNTY,48.830142,-122.692114,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",748761.604,745075.9,1794.0,1891.704,,,,,,,,,,441223.884,,,,,,,,,,,,,,,,,,,,,,,,,307537.72,,,,,,,,,,,,N,N,N,2017
4545,1005732,110000490326.0,PORT TOWNSEND PAPER CORP,PORT TOWNSEND,WA,98368,100 MILL ROAD,JEFFERSON COUNTY,48.093793,-122.796806,322121,"AA,C,TT","Pulp and Paper,Waste",54897.592,49839.3,2464.5,2593.792,,,,,,,,,547590.3,16173.504,,,,,,,,,,,,,,,,,,,,,,,,,,,36838.588,,,,,,,,,1885.5,N,N,N,2017
4586,1000001,110000490166.0,PSE Ferndale Generating Station,FERNDALE,WA,98248,5105 LAKE TERRELL ROAD,WHATCOM COUNTY,48.828707,-122.685533,221112,D,Power Plants,350890.1,350533.9,162.5,193.7,,,,,,,,,,,350890.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
4589,1004176,110009513133.0,PUGET POWER ENERGY-WHITEHORN GEN.STATION,BLAINE,WA,98230,4930 BROWN RD.,WHATCOM COUNTY,48.886533,-122.753527,221112,C,Power Plants,67424.028,67351.0,32.5,40.528,,,,,,,,,,67424.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2017
