,Plant Id,Plant Name,Operator Name,Operator Id,Plant State,Census Region,NERC Region,NAICS Code,Sector Name,Reported Fuel Type Code,AER Fuel Type Code,Physical Unit Label,Total Fuel Consumption Quantity,Electric Fuel Consumption Quantity,Total Fuel Consumption MMBtu,Elec Fuel Consumption MMBtu,Net Generation (Megawatthours),year
5977,50228,Rocky Brook Hydroelectric,Rocky Brook Electric Inc,22614,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,6869,6869,737.0,2015
6144,50380,Upriver Dam Hydro Plant,City of Spokane,42892,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,421703,421703,45252.0,2015
6145,50382,Twin Reservoirs,Walla Walla City of,20032,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,108649,108649,11659.0,2015
6204,50421,Orchard Avenue 1,Yakima-Tieton Irrigation Dist,21086,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,32290,32290,3465.0,2015
6205,50423,Cowiche,Yakima-Tieton Irrigation Dist,21086,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,41468,41468,4450.0,2015
6486,50700,Lilliwaup Falls Generating,William G. Reed Jr,15795,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,39493,39493,4238.0,2015
6591,50827,Twin Falls Hydro,Twin Falls Hydro Associates LP,19314,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,490422,490422,52626.0,2015
6660,50886,Spokane Waste to Energy,City of Spokane,42892,WA,PACC,WECC,22,NAICS-22 Non-Cogen,MSB,MLG,short tons,152022,152022,1259855,1259855,56159.491,2015
6661,50886,Spokane Waste to Energy,City of Spokane,42892,WA,PACC,WECC,22,NAICS-22 Non-Cogen,MSN,OTH,short tons,85511,85511,1210472,1210472,53958.509,2015
7161,54267,Koma Kulshan Associates,Covanta Hydro Ops West Inc,4436,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,341615,341615,36658.0,2015
7162,54268,March Point Cogeneration,March Point Cogeneration Co,11459,WA,PACC,WECC,22,NAICS-22 Cogen,DFO,DFO,barrels,0,0,0,0,0.0,2015
7163,54268,March Point Cogeneration,March Point Cogeneration Co,11459,WA,PACC,WECC,22,NAICS-22 Cogen,NG,NG,mcf,0,0,0,0,0.0,2015
7164,54268,March Point Cogeneration,March Point Cogeneration Co,11459,WA,PACC,WECC,22,NAICS-22 Cogen,OG,OOG,mcf,0,0,0,0,0.0,2015
7165,54268,March Point Cogeneration,March Point Cogeneration Co,11459,WA,PACC,WECC,22,NAICS-22 Cogen,NG,NG,mcf,0,0,0,0,0.0,2015
7166,54268,March Point Cogeneration,March Point Cogeneration Co,11459,WA,PACC,WECC,22,NAICS-22 Cogen,DFO,DFO,barrels,0,0,0,0,0.0,2015
7167,54268,March Point Cogeneration,March Point Cogeneration Co,11459,WA,PACC,WECC,22,NAICS-22 Cogen,JF,WOO,barrels,0,0,0,0,0.0,2015
7168,54268,March Point Cogeneration,March Point Cogeneration Co,11459,WA,PACC,WECC,22,NAICS-22 Cogen,NG,NG,mcf,7507206,6673743,7807494,6940692,603941.65,2015
7169,54268,March Point Cogeneration,March Point Cogeneration Co,11459,WA,PACC,WECC,22,NAICS-22 Cogen,OG,OOG,mcf,4828009,4283226,5117690,4540220,395004.36,2015
7266,54387,Weeks Falls,CHI West Inc,3682,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,79324,79324,8512.0,2015
7342,54476,Sumas Power Plant,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,0,0,0,0,180628.0,2015
7343,54476,Sumas Power Plant,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,4983885,4395200,5353681,4721307,421465.0,2015
7370,54537,Ferndale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,0,0,0,0,33.819,2015
7371,54537,Ferndale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,206607,206607,222181,222181,290847.18,2015
7372,54537,Ferndale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,143,130,844,769,68.556,2015
7373,54537,Ferndale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,6634024,5835347,7130175,6272200,577898.44,2015
7676,54860,Black Creek,Black Creek Hydro Inc,1784,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,59539,59539,6389.0,2015
8282,55482,Goldendale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,245507,245507,259097,259097,527690.0,2015
8283,55482,Goldendale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,9591133,9591133,10148943,10148943,938362.0,2015
8334,55560,FPL Energy Vansycle LLC (WA),FPL Energy Vansycle LLC,6607,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,2973917,2973917,319124.0,2015
8411,55662,Chehalis Generating Facility,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,0,0,0,0,0.0,2015
8412,55662,Chehalis Generating Facility,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,0,0,0,0,394345.0,2015
8413,55662,Chehalis Generating Facility,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,0,0,0,0,0.0,2015
8414,55662,Chehalis Generating Facility,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,7819129,7819129,8394207,8394207,698648.0,2015
8432,55700,Mint Farm Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,660828,660828,709734,709734,633711.0,2015
8433,55700,Mint Farm Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,11068739,11068739,11879716,11879716,1066175.0,2015
8499,55818,Frederickson Power LP,Frederickson Power LP,56613,WA,PACC,WECC,22,NAICS-22 Non-Cogen,NG,NG,mcf,160119,160119,172063,172063,444211.0,2015
8500,55818,Frederickson Power LP,Frederickson Power LP,56613,WA,PACC,WECC,22,NAICS-22 Non-Cogen,NG,NG,mcf,8133628,8133628,8750174,8750174,805829.0,2015
8612,56017,Franklin/Grays,PUD No 1 of Franklin County,6716,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,0,0,0,0,0.0,2015
8831,56255,Hopkins Ridge Wind,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,3375836,3375836,362253.0,2015
8895,56322,Wild Horse,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,SUN,SUN,,0,0,7362,7362,790.0,2015
8896,56322,Wild Horse,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,5676883,5676883,609173.0,2015
8931,56361,Big Horn Wind Project,Avangrid Renewables Inc,15399,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,4024185,4024185,431826.0,2015
9022,56466,Marengo Wind Plant,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,4069207,4069207,436657.0,2015
9046,56487,White Creek Wind Farm,White Creek Wind 1 LLC,55907,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,4504545,4504545,483372.0,2015
9220,56666,Goodnoe Hills,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,1740287,1740287,186746.0,2015
9257,56694,Russell D Smith,Columbia Basin Hydropower,55939,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,167835,167835,18010.0,2015
9258,56695,Summer Falls Power Plant,Columbia Basin Hydropower,55939,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,3704088,3704088,397477.0,2015
9259,56696,Eltopia Branch Canal 4.6,Columbia Basin Hydropower,55939,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,52996,52996,5687.0,2015
9260,56697,Potholes East Canal 66.0,Columbia Basin Hydropower,55939,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,70537,70537,7569.0,2015
9261,56698,Main Canal Headworks,Columbia Basin Hydropower,55939,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,837917,837917,89915.0,2015
9265,56702,Tuolumne Wind Project,Turlock Irrigation District,19281,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,3108875,3108875,333606.0,2015
9381,56858,Sagebrush Power Partners,"Sagebrush Power Partners, LLC",56071,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,2365189,2365189,253803.0,2015
9675,57152,Harvest Wind Project,Harvest Wind Project TIC,56499,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,2199517,2199517,236025.0,2015
9678,57159,Windy Flats Wind Project,Windy Flats Partners LLC,56514,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,5795124,5795124,621861.0,2015
9701,57188,Vantage Wind Energy LLC,Invenergy Services LLC,49893,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,2209003,2209003,237043.0,2015
9707,57195,Lower Snake River Wind Energy Project,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,6828861,6828861,732789.0,2015
9794,57298,Cedar Hills,Industrial Power Generating Company LLC,55938,WA,PACC,WECC,22,NAICS-22 Non-Cogen,DFO,DFO,barrels,3273,3273,18901,18901,1915.733,2015
9795,57298,Cedar Hills,Industrial Power Generating Company LLC,55938,WA,PACC,WECC,22,NAICS-22 Non-Cogen,LFG,MLG,mcf,476123,476123,238065,238065,24128.267,2015
9810,57319,Big Horn Wind II,Avangrid Renewables Inc,15399,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,967928,967928,103866.0,2015
9811,57320,Juniper Canyon I Wind Project,Avangrid Renewables Inc,15399,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,2865061,2865061,307443.0,2015
9960,57496,Tieton Dam Hydro Electric Project,City of Burbank Water and Power,2507,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,364495,364495,39113.0,2015
9987,57530,Palouse,"First Wind O&M, LLC",59155,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,2735714,2735714,293563.0,2015
10063,57635,Linden Wind Energy Project,Los Angeles Department of Water & Power,11208,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,1235653,1235653,132595.0,2015
10180,57756,Coastal Energy Project,Coastal Community Action Program,57066,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,119898,119898,12866.0,2015
10187,57763,Youngs Creek Hydroelectric Project,PUD 1 of Snohomish County,17470,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,117801,117801,12641.0,2015
10938,58441,Swauk Wind LLC,Gamesa Wind US LLC,58430,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,105949,105949,11369.0,2015
11065,58571,Tucannon River Wind Farm,Portland General Electric Co,15248,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,7065639,7065639,758197.0,2015
11176,58688,LRI LFGTE Facility,"ENERGYneering Solutions, Inc",59370,WA,PACC,WECC,22,NAICS-22 Non-Cogen,LFG,MLG,mcf,785739,785739,373228,373228,34083.0,2015
11178,58696,Nooksack Hydro,Puget Sound Hydro LLC,58627,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,207411,207411,22257.0,2015
99,99,Frederickson,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,1,1,6,6,0.213,2016
100,99,Frederickson,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,523758,523758,536850,536850,19473.787,2016
331,371,Columbia Generating Station,Energy Northwest,20160,WA,PACC,WECC,22,Electric Utility,NUC,NUC,,0,0,100669628,100669628,9625622.0,2016
544,550,Kettle Falls Generating Station,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,39799,39799,41260,41260,3468.0,2016
545,550,Kettle Falls Generating Station,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,3883,3883,4019,4019,277.027,2016
546,550,Kettle Falls Generating Station,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,WDS,WWW,short tons,547411,547411,4909512,4909512,341092.97,2016
608,607,Fredonia,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,2093,2093,12245,12245,998.791,2016
609,607,Fredonia,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,2701807,2701807,2941699,2941699,244805.21,2016
649,622,South Fork Tolt,City of Seattle - (WA),16868,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,480997,480997,52101.0,2016
926,917,Quincy Chute,PUD No 2 of Grant County,14624,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,242201,242201,26235.0,2016
3215,3845,Transalta Centralia Generation,TransAlta Centralia Gen LLC,19099,WA,PACC,WECC,22,NAICS-22 Non-Cogen,DFO,DFO,barrels,15279,15279,91674,91674,8107.895,2016
3216,3845,Transalta Centralia Generation,TransAlta Centralia Gen LLC,19099,WA,PACC,WECC,22,NAICS-22 Non-Cogen,RC,COL,short tons,3037808,3037808,50810462,50810462,4513836.3,2016
3217,3845,Transalta Centralia Generation,TransAlta Centralia Gen LLC,19099,WA,PACC,WECC,22,NAICS-22 Non-Cogen,SUB,COL,short tons,0,0,0,0,0.0,2016
3218,3845,Transalta Centralia Generation,TransAlta Centralia Gen LLC,19099,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WC,WOC,short tons,36819,36819,610813,610813,54890.782,2016
3219,3847,Merwin,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,5170991,5170991,560116.0,2016
3220,3850,Swift 1,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,7031020,7031020,761592.0,2016
3221,3852,Yale,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,5956920,5956920,645247.0,2016
3222,3853,Crystal Mountain,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,357,357,2099,2099,196.0,2016
3223,3854,Electron,Electron Hydro LLC,59866,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,1538910,1538910,166693.0,2016
3224,3855,Lower Baker,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,3312746,3312746,358833.0,2016
3225,3860,Snoqualmie,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,489768,489768,53051.0,2016
3226,3861,Upper Baker,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,3407578,3407578,369105.0,2016
3227,3866,Little Falls (WA),Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,1683779,1683779,182385.0,2016
3228,3867,Long Lake,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,4849857,4849857,525331.0,2016
3229,3868,Meyers Falls,Hydro Technology Systems Inc,9143,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,92624,92624,10033.0,2016
3230,3869,Nine Mile,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,1004257,1004257,108780.0,2016
3231,3878,Yelm,City of Centralia - (WA),3295,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,703969,703969,76253.0,2016
3232,3883,Rocky Reach,PUD No 1 of Chelan County,3413,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,56032968,56032968,6069429.0,2016
3233,3886,Wells,PUD No 1 of Douglas County,5326,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,39891268,39891268,4320978.0,2016
3234,3887,Priest Rapids,PUD No 2 of Grant County,14624,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,43929807,43929807,4758428.0,2016
3235,3888,Wanapum,PUD No 2 of Grant County,14624,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,48976379,48976379,5305067.0,2016
3236,3891,Box Canyon,PUD No 1 of Pend Oreille County,14653,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,4499731,4499731,487406.0,2016
3238,3913,Alder,City of Tacoma - (WA),18429,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,2319587,2319587,251255.0,2016
3239,3914,Cushman 1,City of Tacoma - (WA),18429,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,1708233,1708233,185034.0,2016
3240,3915,Cushman 2,City of Tacoma - (WA),18429,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,2962308,2962308,320874.0,2016
3241,3916,LaGrande,City of Tacoma - (WA),18429,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,3491959,3491959,378245.0,2016
3242,3917,Mayfield,City of Tacoma - (WA),18429,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,7245284,7245284,784801.0,2016
3243,3918,Mossyrock,City of Tacoma - (WA),18429,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,11098118,11098118,1202136.0,2016
3244,3921,Chief Joseph,USACE Northwestern Division,19400,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,107443919,107443919,11638206.0,2016
3245,3925,Ice Harbor,USACE Northwestern Division,19400,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,15398440,15398440,1667942.0,2016
3246,3926,Little Goose,USACE Northwestern Division,19400,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,18828738,18828738,2039508.0,2016
3247,3927,Lower Monumental,USACE Northwestern Division,19400,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,18345193,18345193,1987131.0,2016
3248,3929,Packwood,Energy Northwest,20160,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,890935,890935,96505.0,2016
3645,6120,Whitehorn,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,433,433,2547,2547,119.322,2016
3646,6120,Whitehorn,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,697760,697760,715206,715206,33518.678,2016
3701,6163,Grand Coulee,U S Bureau of Reclamation,2518,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,175535495,175535495,19013810.0,2016
3702,6163,Grand Coulee,U S Bureau of Reclamation,2518,WA,PACC,WECC,22,Electric Utility,WAT,HPS,megawatthours,5142,5142,0,0,-2318.0,2016
3719,6175,Lower Granite,USACE Northwestern Division,19400,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,19425088,19425088,2104104.0,2016
3754,6200,Rock Island,PUD No 1 of Chelan County,3413,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,24614312,24614312,2666195.0,2016
3755,6202,Ross,City of Seattle - (WA),16868,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,7288609,7288609,789494.0,2016
3761,6210,Northeast (WA),Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,14020,14020,14301,14301,1087.0,2016
3874,6406,Chandler,U S Bureau of Reclamation,2518,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,497235,497235,53860.0,2016
3875,6407,Roza,U S Bureau of Reclamation,2518,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,624361,624361,67630.0,2016
3888,6424,Chelan,PUD No 1 of Chelan County,3413,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,4087644,4087644,442769.0,2016
3889,6430,Cedar Falls (WA),City of Seattle - (WA),16868,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,627444,627444,67964.0,2016
3890,6431,Gorge,City of Seattle - (WA),16868,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,9559486,9559486,1035473.0,2016
3891,6432,Diablo,City of Seattle - (WA),16868,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,8023873,8023873,869137.0,2016
3892,6433,Boundary,City of Seattle - (WA),16868,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,35861851,35861851,3884516.0,2016
3923,6507,Drop 2 (WA),Yakama Power,56621,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,11402,11402,1235.0,2016
4064,7113,PEC Headworks,PUD No 2 of Grant County,14624,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,196458,196458,21280.0,2016
4070,7127,Wynoochee,City of Tacoma - (WA),18429,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,343514,343514,37209.0,2016
4152,7259,Skookumchuck,TransAlta Centralia Gen LLC,19099,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,41091,41091,4451.0,2016
4255,7427,Cowlitz Falls,PUD No 1 of Lewis County,10944,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,2315773,2315773,250842.0,2016
4314,7511,McNary Dam Fish Attraction Project,Northern Wasco County PUD,13788,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,0,0,0.0,2016
4356,7588,H M Jackson,PUD 1 of Snohomish County,17470,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,4466487,4466487,483805.0,2016
4362,7605,River Road Gen Plant,PUD No 1 of Clark County - (WA),3660,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,9718161,9718161,10507233,10507233,1440649.0,2016
4468,7832,Roosevelt Biogas 1,PUD No 1 of Klickitat County,10393,WA,PACC,WECC,22,Electric Utility,LFG,MLG,mcf,0,0,0,0,35137.0,2016
4469,7832,Roosevelt Biogas 1,PUD No 1 of Klickitat County,10393,WA,PACC,WECC,22,Electric Utility,LFG,MLG,mcf,2712488,2712488,1627492,1627492,111420.0,2016
4470,7832,Roosevelt Biogas 1,PUD No 1 of Klickitat County,10393,WA,PACC,WECC,22,Electric Utility,LFG,MLG,mcf,0,0,0,0,0.0,2016
4522,7867,Snoqualmie 2,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,1408230,1408230,152538.0,2016
4526,7870,Encogen,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,0,0,0,0,312.773,2016
4527,7870,Encogen,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,0,0,0,0,70170.227,2016
4528,7870,Encogen,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,1531,1531,9002,9002,648.573,2016
4529,7870,Encogen,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,1837845,1837845,1884750,1884750,141585.43,2016
4591,7936,Nine Canyon,Energy Northwest,20160,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,2268846,2268846,245759.0,2016
4640,7999,Grays Harbor Energy Facility,Invenergy Services LLC,49893,WA,PACC,WECC,22,NAICS-22 Non-Cogen,NG,NG,mcf,0,0,0,0,1057357.0,2016
4641,7999,Grays Harbor Energy Facility,Invenergy Services LLC,49893,WA,PACC,WECC,22,NAICS-22 Non-Cogen,NG,NG,mcf,19710584,19710584,21410668,21410668,1760935.0,2016
4665,8022,Boulder Park,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,165305,165305,168610,168610,18358.0,2016
4813,9095,Monroe Street,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,894130,894130,96851.0,2016
4814,9096,Upper Falls,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,578921,578921,62708.0,2016
4818,9842,Newhalem,City of Seattle - (WA),16868,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,0,0,-60.0,2016
5757,50091,Sheep Creek Hydro,Sheep Creek Hydro Inc,16990,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,97849,97849,10599.0,2016
5894,50228,Rocky Brook Hydroelectric,Rocky Brook Electric Inc,22614,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,16637,16637,1802.0,2016
6062,50380,Upriver Dam Hydro Plant,City of Spokane,42892,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,529463,529463,57351.0,2016
6063,50382,Twin Reservoirs,Walla Walla City of,20032,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,110563,110563,11976.0,2016
6124,50421,Orchard Avenue 1,Yakima-Tieton Irrigation Dist,21086,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,30825,30825,3339.0,2016
6125,50423,Cowiche,Yakima-Tieton Irrigation Dist,21086,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,35358,35358,3830.0,2016
6408,50700,Lilliwaup Falls Generating,William G. Reed Jr,15795,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,55450,55450,6006.0,2016
6506,50827,Twin Falls Hydro,Twin Falls Hydro Associates LP,19314,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,737129,737129,79845.0,2016
6576,50886,Spokane Waste to Energy,City of Spokane,42892,WA,PACC,WECC,22,NAICS-22 Non-Cogen,MSB,MLG,short tons,162868,162868,1349767,1349767,62467.85,2016
6577,50886,Spokane Waste to Energy,City of Spokane,42892,WA,PACC,WECC,22,NAICS-22 Non-Cogen,MSN,OTH,short tons,91612,91612,1296836,1296836,60018.15,2016
7083,54267,Koma Kulshan Associates,Covanta Hydro Ops West Inc,4436,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,430711,430711,46654.0,2016
7084,54268,March Point Cogeneration,March Point Cogeneration Co,11459,WA,PACC,WECC,22,NAICS-22 Cogen,DFO,DFO,barrels,0,0,0,0,0.0,2016
7085,54268,March Point Cogeneration,March Point Cogeneration Co,11459,WA,PACC,WECC,22,NAICS-22 Cogen,JF,WOO,barrels,0,0,0,0,0.0,2016
7086,54268,March Point Cogeneration,March Point Cogeneration Co,11459,WA,PACC,WECC,22,NAICS-22 Cogen,NG,NG,mcf,7546357,3451856,7848212,3589930,624623.7,2016
