,Plant Id,Plant Name,Operator Name,Operator Id,Plant State,Census Region,NERC Region,NAICS Code,Sector Name,Reported Fuel Type Code,AER Fuel Type Code,Physical Unit Label,Total Fuel Consumption Quantity,Electric Fuel Consumption Quantity,Total Fuel Consumption MMBtu,Elec Fuel Consumption MMBtu,Net Generation (Megawatthours),year
10112,57756,Coastal Energy Project,Coastal Community Action Program,57066,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,130763,130763,14164.0,2016
10122,57763,Youngs Creek Hydroelectric Project,PUD 1 of Snohomish County,17470,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,171272,171272,18552.0,2016
10872,58441,Swauk Wind LLC,Gamesa Wind US LLC,58430,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,103195,103195,11178.0,2016
11007,58571,Tucannon River Wind Farm,Portland General Electric Co,15248,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,8025848,8025848,869351.0,2016
11129,58688,LRI LFGTE Facility,"ENERGYneering Solutions, Inc",59370,WA,PACC,WECC,22,NAICS-22 Non-Cogen,LFG,MLG,mcf,821889,821889,353412,353412,36724.0,2016
11134,58696,Nooksack Hydro,Puget Sound Hydro LLC,58627,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,225020,225020,24374.0,2016
12139,60016,MESA 1,PUD 1 of Snohomish County,17470,WA,PACC,WECC,22,Electric Utility,MWH,OTH,megawatthours,246,246,0,0,-56.0,2016
12408,60444,Glacier Battery Storage,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,MWH,OTH,megawatthours,296,296,0,0,257.0,2016
12555,60675,Turner Energy Storage Project,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,MWH,OTH,megawatthours,918,918,0,0,-468.0,2016
92,99,Frederickson,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,310,310,1823,1823,59.663,2017
93,99,Frederickson,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,761583,761583,778338,778338,25476.337,2017
319,371,Columbia Generating Station,Energy Northwest,20160,WA,PACC,WECC,22,Electric Utility,NUC,NUC,,0,0,85014497,85014497,8128259.0,2017
531,550,Kettle Falls Generating Station,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,57665,57665,60201,60201,5000.0,2017
532,550,Kettle Falls Generating Station,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,9173,9173,9607,9607,652.42,2017
533,550,Kettle Falls Generating Station,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,WDS,WWW,short tons,508426,508426,4300364,4300364,289464.58,2017
595,607,Fredonia,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,3067,3067,17972,17972,1346.87,2017
596,607,Fredonia,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,1513940,1513940,1654044,1654044,119156.13,2017
636,622,South Fork Tolt,City of Seattle - (WA),16868,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,502513,502513,54544.0,2017
895,917,Quincy Chute,PUD No 2 of Grant County,14624,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,280057,280057,30397.95,2017
3109,3845,Transalta Centralia Generation,TransAlta Centralia Gen LLC,19099,WA,PACC,WECC,22,NAICS-22 Non-Cogen,DFO,DFO,barrels,16772,16772,100632,100632,9071.437,2017
3110,3845,Transalta Centralia Generation,TransAlta Centralia Gen LLC,19099,WA,PACC,WECC,22,NAICS-22 Non-Cogen,RC,COL,short tons,3568614,3568614,59402918,59402918,5379272.4,2017
3111,3845,Transalta Centralia Generation,TransAlta Centralia Gen LLC,19099,WA,PACC,WECC,22,NAICS-22 Non-Cogen,SUB,COL,short tons,0,0,0,0,0.0,2017
3112,3845,Transalta Centralia Generation,TransAlta Centralia Gen LLC,19099,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WC,WOC,short tons,54515,54515,911206,911206,83370.114,2017
3113,3847,Merwin,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,5800717,5800717,629623.0,2017
3114,3850,Swift 1,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,7985746,7985746,866791.0,2017
3115,3852,Yale,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,6688868,6688868,726025.0,2017
3116,3853,Crystal Mountain,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,774,774,4521,4521,396.0,2017
3117,3854,Electron,Electron Hydro LLC,59866,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,1186128,1186128,128745.0,2017
3118,3855,Lower Baker,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,2884710,2884710,313113.0,2017
3119,3860,Snoqualmie,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,561063,561063,60899.0,2017
3120,3861,Upper Baker,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,3277469,3277469,355744.0,2017
3121,3866,Little Falls (WA),Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,1689867,1689867,183422.0,2017
3122,3867,Long Lake,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,4683344,4683344,508341.0,2017
3123,3868,Meyers Falls,Hydro Technology Systems Inc,9143,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,101555,101555,11023.0,2017
3124,3869,Nine Mile,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,1053663,1053663,114367.0,2017
3125,3878,Yelm,City of Centralia - (WA),3295,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,789858,789858,85733.0,2017
3126,3883,Rocky Reach,PUD No 1 of Chelan County,3413,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,56577853,56577853,6141089.0,2017
3127,3886,Wells,PUD No 1 of Douglas County,5326,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,41847288,41847288,4542200.0,2017
3128,3887,Priest Rapids,PUD No 2 of Grant County,14624,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,41182194,41182194,4470009.0,2017
3129,3888,Wanapum,PUD No 2 of Grant County,14624,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,48260798,48260798,5238337.0,2017
3130,3891,Box Canyon,PUD No 1 of Pend Oreille County,14653,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,3249148,3249148,352670.0,2017
3132,3913,Alder,City of Tacoma - (WA),18429,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,2138724,2138724,232142.0,2017
3133,3914,Cushman 1,City of Tacoma - (WA),18429,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,1341551,1341551,145615.0,2017
3134,3915,Cushman 2,City of Tacoma - (WA),18429,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,2116400,2116400,229719.0,2017
3135,3916,LaGrande,City of Tacoma - (WA),18429,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,3675564,3675564,398954.0,2017
3136,3917,Mayfield,City of Tacoma - (WA),18429,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,8023399,8023399,870878.0,2017
3137,3918,Mossyrock,City of Tacoma - (WA),18429,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,11659649,11659649,1265565.0,2017
3138,3921,Chief Joseph,USACE Northwestern Division,19400,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,105234874,105234874,11422433.0,2017
3139,3925,Ice Harbor,USACE Northwestern Division,19400,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,18760653,18760653,2036324.0,2017
3140,3926,Little Goose,USACE Northwestern Division,19400,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,25920168,25920168,2813434.0,2017
3141,3927,Lower Monumental,USACE Northwestern Division,19400,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,25497677,25497677,2767576.0,2017
3142,3929,Packwood,Energy Northwest,20160,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,953655,953655,103512.0,2017
3536,6120,Whitehorn,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,3827,3827,22503,22503,598.021,2017
3537,6120,Whitehorn,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,1132679,1132679,1160996,1160996,30853.979,2017
3592,6163,Grand Coulee,U S Bureau of Reclamation,2518,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,193297907,193297907,20980995.0,2017
3593,6163,Grand Coulee,U S Bureau of Reclamation,2518,WA,PACC,WECC,22,Electric Utility,WAT,HPS,megawatthours,6226,6226,0,0,2995.0,2017
3610,6175,Lower Granite,USACE Northwestern Division,19400,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,24566519,24566519,2666506.0,2017
3646,6200,Rock Island,PUD No 1 of Chelan County,3413,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,24322708,24322708,2640042.0,2017
3647,6202,Ross,City of Seattle - (WA),16868,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,6813499,6813499,739553.0,2017
3653,6210,Northeast (WA),Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,4957,4957,5056,5056,390.0,2017
3768,6406,Chandler,U S Bureau of Reclamation,2518,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,510916,510916,55456.0,2017
3769,6407,Roza,U S Bureau of Reclamation,2518,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,582703,582703,63248.0,2017
3782,6424,Chelan,PUD No 1 of Chelan County,3413,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,3995384,3995384,433668.0,2017
3783,6430,Cedar Falls (WA),City of Seattle - (WA),16868,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,763971,763971,82923.0,2017
3784,6431,Gorge,City of Seattle - (WA),16868,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,9190714,9190714,997581.0,2017
3785,6432,Diablo,City of Seattle - (WA),16868,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,6371333,6371333,691559.0,2017
3786,6433,Boundary,City of Seattle - (WA),16868,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,35203952,35203952,3821117.0,2017
3817,6507,Drop 2 (WA),Yakama Power,56621,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,0,0,0.0,2017
3957,7113,PEC Headworks,PUD No 2 of Grant County,14624,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,137696,137696,14946.03,2017
3963,7127,Wynoochee,City of Tacoma - (WA),18429,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,314191,314191,34103.0,2017
4046,7259,Skookumchuck,TransAlta Centralia Gen LLC,19099,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,58226,58226,6320.0,2017
4148,7427,Cowlitz Falls,PUD No 1 of Lewis County,10944,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,2607278,2607278,283000.0,2017
4207,7511,McNary Dam Fish Attraction Project,Northern Wasco County PUD,13788,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,315950,315950,34294.0,2017
4245,7588,H M Jackson,PUD 1 of Snohomish County,17470,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,4174889,4174889,453152.0,2017
4251,7605,River Road Gen Plant,PUD No 1 of Clark County - (WA),3660,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,8518399,8518399,9193569,9193569,1259617.0,2017
4356,7832,Roosevelt Biogas 1,PUD No 1 of Klickitat County,10393,WA,PACC,WECC,22,Electric Utility,LFG,MLG,mcf,0,0,0,0,42561.0,2017
4357,7832,Roosevelt Biogas 1,PUD No 1 of Klickitat County,10393,WA,PACC,WECC,22,Electric Utility,LFG,MLG,mcf,3388550,3388550,2033130,2033130,143019.0,2017
4358,7832,Roosevelt Biogas 1,PUD No 1 of Klickitat County,10393,WA,PACC,WECC,22,Electric Utility,LFG,MLG,mcf,0,0,0,0,0.0,2017
4409,7867,Snoqualmie 2,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,1244374,1244374,135067.0,2017
4413,7870,Encogen,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,0,0,0,0,52.546,2017
4414,7870,Encogen,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,0,0,0,0,67907.454,2017
4415,7870,Encogen,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,295,295,1631,1631,118.761,2017
4416,7870,Encogen,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,1733337,1733337,1897691,1897691,134385.24,2017
4478,7936,Nine Canyon,Energy Northwest,20160,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,1960361,1960361,212782.0,2017
4527,7999,Grays Harbor Energy Facility,Invenergy Services LLC,49893,WA,PACC,WECC,22,NAICS-22 Non-Cogen,NG,NG,mcf,0,0,0,0,1082117.0,2017
4528,7999,Grays Harbor Energy Facility,Invenergy Services LLC,49893,WA,PACC,WECC,22,NAICS-22 Non-Cogen,NG,NG,mcf,20230179,20230179,22137532,22137532,1752129.0,2017
4552,8022,Boulder Park,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,243798,243798,248675,248675,26649.0,2017
4695,9095,Monroe Street,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,879463,879463,95459.0,2017
4696,9096,Upper Falls,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,630133,630133,68396.0,2017
4700,9842,Newhalem,City of Seattle - (WA),16868,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,0,0,-69.0,2017
5616,50091,Sheep Creek Hydro,Sheep Creek Hydro Inc,16990,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,67734,67734,7352.0,2017
5753,50228,Rocky Brook Hydroelectric,Rocky Brook Electric Inc,22614,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,8145,8145,884.0,2017
5918,50380,Upriver Dam Hydro Plant,City of Spokane,42892,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,466904,466904,50679.0,2017
5919,50382,Twin Reservoirs,Walla Walla City of,20032,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,109790,109790,11917.0,2017
5981,50421,Orchard Avenue 1,Yakima-Tieton Irrigation Dist,21086,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,25705,25705,2790.0,2017
5982,50423,Cowiche,Yakima-Tieton Irrigation Dist,21086,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,29022,29022,3150.0,2017
6266,50700,Lilliwaup Falls Generating,William G. Reed Jr,15795,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,56862,56862,6172.0,2017
6359,50827,Twin Falls Hydro,Twin Falls Hydro Associates LP,19314,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,716496,716496,77770.0,2017
6427,50886,Spokane Waste to Energy,City of Spokane,42892,WA,PACC,WECC,22,NAICS-22 Non-Cogen,MSB,MLG,short tons,159842,159842,1324684,1324684,59096.277,2017
6428,50886,Spokane Waste to Energy,City of Spokane,42892,WA,PACC,WECC,22,NAICS-22 Non-Cogen,MSN,OTH,short tons,89910,89910,1272739,1272739,56778.723,2017
6927,54267,Koma Kulshan Associates,Covanta Hydro Ops West Inc,4436,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,394473,394473,42817.0,2017
6928,54268,March Point Cogeneration,March Point Cogeneration Co,11459,WA,PACC,WECC,22,NAICS-22 Cogen,DFO,DFO,barrels,0,0,0,0,0.0,2017
6929,54268,March Point Cogeneration,March Point Cogeneration Co,11459,WA,PACC,WECC,22,NAICS-22 Cogen,JF,WOO,barrels,0,0,0,0,0.0,2017
6930,54268,March Point Cogeneration,March Point Cogeneration Co,11459,WA,PACC,WECC,22,NAICS-22 Cogen,NG,NG,mcf,7005205,3232525,7285414,3361826,584674.04,2017
6931,54268,March Point Cogeneration,March Point Cogeneration Co,11459,WA,PACC,WECC,22,NAICS-22 Cogen,OG,OOG,mcf,4212276,1930959,4465013,2046818,355924.96,2017
7027,54387,Weeks Falls,CHI West Inc,3682,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,125731,125731,13647.0,2017
7098,54476,Sumas Power Plant,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,0,0,0,0,79878.0,2017
7099,54476,Sumas Power Plant,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,2169035,2127533,2223262,2180722,177753.0,2017
7126,54537,Ferndale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,0,0,0,0,10.216,2017
7127,54537,Ferndale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,6064,6064,6606,6606,235584.78,2017
7128,54537,Ferndale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,45,41,266,241,21.724,2017
7129,54537,Ferndale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,5839312,5131720,6388436,5614559,505740.28,2017
7423,54860,Black Creek,Black Creek Hydro Inc,1784,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,105186,105186,11417.0,2017
8024,55482,Goldendale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,47182,47182,49906,49906,360166.0,2017
8025,55482,Goldendale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,7125734,7125734,7510334,7510334,715837.0,2017
8075,55560,FPL Energy Vansycle LLC (WA),FPL Energy Vansycle LLC,6607,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,2871322,2871322,311660.0,2017
8150,55662,Chehalis Generating Facility,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,0,0,0,0,0.0,2017
8151,55662,Chehalis Generating Facility,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,0,0,0,0,637113.0,2017
8152,55662,Chehalis Generating Facility,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,0,0,0,0,0.0,2017
8153,55662,Chehalis Generating Facility,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,12251200,12251200,13393679,13393679,1121830.0,2017
8171,55700,Mint Farm Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,109651,109651,119946,119946,299479.0,2017
8172,55700,Mint Farm Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,5847221,5847221,6402973,6402973,579037.0,2017
8235,55818,Frederickson Power LP,Frederickson Power LP,56613,WA,PACC,WECC,22,NAICS-22 Non-Cogen,NG,NG,mcf,22104,22104,24153,24153,323242.0,2017
8236,55818,Frederickson Power LP,Frederickson Power LP,56613,WA,PACC,WECC,22,NAICS-22 Non-Cogen,NG,NG,mcf,5960386,5960386,6524977,6524977,608204.0,2017
8566,56255,Hopkins Ridge Wind,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,3158309,3158309,342810.0,2017
8628,56322,Wild Horse,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,SUN,SUN,,0,0,4431,4431,481.0,2017
8629,56322,Wild Horse,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,5647412,5647412,612983.0,2017
8664,56361,Big Horn Wind Project,Avangrid Renewables LLC,15399,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,4312246,4312246,468061.0,2017
8755,56466,Marengo Wind Plant,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,4320014,4320014,468904.0,2017
8781,56487,White Creek Wind Farm,White Creek Wind 1 LLC,55907,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,4314282,4314282,468282.0,2017
8954,56666,Goodnoe Hills,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,1768132,1768132,191917.0,2017
8991,56694,Russell D Smith,Columbia Basin Hydropower,55939,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,132409,132409,14372.0,2017
8992,56695,Summer Falls Power Plant,Columbia Basin Hydropower,55939,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,3134227,3134227,340196.0,2017
8993,56696,Eltopia Branch Canal 4.6,Columbia Basin Hydropower,55939,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,69898,69898,7587.0,2017
8994,56697,Potholes East Canal 66.0,Columbia Basin Hydropower,55939,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,76828,76828,8339.0,2017
8995,56698,Main Canal Headworks,Columbia Basin Hydropower,55939,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,823947,823947,89433.0,2017
8999,56702,Tuolumne Wind Project,Turlock Irrigation District,19281,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,3129942,3129942,339731.0,2017
9115,56858,Sagebrush Power Partners,"Sagebrush Power Partners, LLC",56071,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,1925306,1925306,208977.0,2017
9409,57152,Harvest Wind Project,Harvest Wind Project TIC,56499,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,1955681,1955681,212274.0,2017
9412,57159,Windy Flats Wind Project,Windy Flats Partners LLC,56514,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,5218004,5218004,566374.0,2017
9436,57188,Vantage Wind Energy LLC,Invenergy Services LLC,49893,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,2267752,2267752,246147.0,2017
9442,57195,Lower Snake River Wind Energy Project,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,6502424,6502424,705788.0,2017
9528,57298,Cedar Hills,"Bio Energy Washington, LLC",60736,WA,PACC,WECC,22,NAICS-22 Non-Cogen,DFO,DFO,barrels,3134,3134,18100,18100,2156.629,2017
9529,57298,Cedar Hills,"Bio Energy Washington, LLC",60736,WA,PACC,WECC,22,NAICS-22 Non-Cogen,LFG,MLG,mcf,440387,440387,220196,220196,26237.891,2017
9546,57319,Big Horn Wind II,Avangrid Renewables LLC,15399,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,1090433,1090433,118358.0,2017
9547,57320,Juniper Canyon I Wind Project,Avangrid Renewables LLC,15399,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,2737763,2737763,297163.0,2017
9699,57496,Tieton Dam Hydro Electric Project,City of Burbank Water and Power,2507,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,556649,556649,60420.0,2017
9724,57530,Palouse,Novatus Energy,60453,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,2767401,2767401,300380.0,2017
9807,57635,Linden Wind Energy Project,Los Angeles Department of Water & Power,11208,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,1097250,1097250,119098.0,2017
9931,57763,Youngs Creek Hydroelectric Project,PUD 1 of Snohomish County,17470,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,150724,150724,16360.0,2017
10673,58441,Swauk Wind LLC,Gamesa Wind US LLC,58430,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,87569,87569,9505.0,2017
10809,58571,Tucannon River Wind Farm,Portland General Electric Co,15248,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,6542419,6542419,710129.0,2017
10930,58688,LRI LFGTE Facility,"ENERGYneering Solutions, Inc",59370,WA,PACC,WECC,22,NAICS-22 Non-Cogen,LFG,MLG,mcf,816596,816596,387884,387884,36229.0,2017
10936,58696,Nooksack Hydro,Puget Sound Hydro LLC,58627,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,193584,193584,21012.0,2017
12031,60016,MESA 1,PUD 1 of Snohomish County,17470,WA,PACC,WECC,22,Electric Utility,MWH,OTH,megawatthours,287,287,0,0,-81.0,2017
12035,60021,MESA 2,PUD 1 of Snohomish County,17470,WA,PACC,WECC,22,Electric Utility,MWH,OTH,megawatthours,1531,1531,0,0,-901.0,2017
12332,60418,Calligan Creek Hydroelectric Project,PUD 1 of Snohomish County,17470,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,0,0,0.0,2017
12351,60444,Glacier Battery Storage,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,MWH,OTH,megawatthours,907,907,0,0,746.0,2017
12407,60517,Hancock Creek Hydroelectric Project,PUD 1 of Snohomish County,17470,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,0,0,0.0,2017
12537,60675,Turner Energy Storage Project,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,MWH,OTH,megawatthours,1002,1002,0,0,-601.0,2017
91,99,Frederickson,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,126,126,741,741,25.911,2018
92,99,Frederickson,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,790158,790158,853368,853368,29845.089,2018
314,371,Columbia Generating Station,Energy Northwest,20160,WA,PACC,WECC,22,Electric Utility,NUC,NUC,,0,0,101498339,101498339,9708441.0,2018
525,550,Kettle Falls Generating Station,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,92202,92202,96261,96261,8118.0,2018
526,550,Kettle Falls Generating Station,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,3681,3681,3853,3853,248.866,2018
527,550,Kettle Falls Generating Station,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,WDS,WWW,short tons,559442,559442,4908569,4908569,336687.13,2018
589,607,Fredonia,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,2818,2818,16450,16450,1246.743,2018
590,607,Fredonia,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,1558600,1558600,1712570,1712570,128007.26,2018
631,622,South Fork Tolt,City of Seattle - (WA),16868,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,530471,530471,58268.0,2018
891,917,Quincy Chute,PUD No 2 of Grant County,14624,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,285124,285124,31318.65,2018
